?x	?p	?label
<http://iec.ch/TC57/CIM100#WindGenType3IEC.xs>	<http://www.w3.org/2004/02/skos/core#definition>	"Electromagnetic transient reactance (<i>x</i><i><sub>S</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType3aIEC.kpc>	<http://www.w3.org/2004/02/skos/core#definition>	"Current PI controller proportional gain (<i>K</i><i><sub>Pc</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType3aIEC.tic>	<http://www.w3.org/2004/02/skos/core#definition>	"Current PI controller integration time constant (<i>T</i><i><sub>Ic</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType3bIEC.mwtcwp>	<http://www.w3.org/2004/02/skos/core#definition>	"\nCrowbar control mode (<i>M</i><i><sub>WTcwp</sub></i>). It is a case-dependent parameter.\ntrue = 1 in the IEC model\nfalse = 0 in the IEC model.\n\t"@en
<http://iec.ch/TC57/CIM100#WindGenType3bIEC.tg>	<http://www.w3.org/2004/02/skos/core#definition>	"Current generation time constant (<i>T</i><i><sub>g</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType3bIEC.two>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant for crowbar washout filter (<i>T</i><i><sub>wo</sub></i>) (&gt;= 0). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType4IEC.dipmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum active current ramp rate (<i>di</i><i><sub>pmax</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType4IEC.diqmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum reactive current ramp rate (<i>di</i><i><sub>qmax</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType4IEC.diqmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum reactive current ramp rate (<i>di</i><i><sub>qmin</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType4IEC.tg>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant (<i>T</i><i><sub>g</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindMechIEC.cdrt>	<http://www.w3.org/2004/02/skos/core#definition>	"Drive train damping (<i>c</i><i><sub>drt</sub></i><i>)</i>. It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindMechIEC.hgen>	<http://www.w3.org/2004/02/skos/core#definition>	"Inertia constant of generator (<i>H</i><i><sub>gen</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindMechIEC.hwtr>	<http://www.w3.org/2004/02/skos/core#definition>	"Inertia constant of wind turbine rotor (<i>H</i><i><sub>WTR</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindMechIEC.kdrt>	<http://www.w3.org/2004/02/skos/core#definition>	"Drive train stiffness (<i>k</i><i><sub>drt</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPitchContPowerIEC.dpmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Rate limit for increasing power (<i>dp</i><i><sub>max</sub></i>) (&gt; WindPitchContPowerIEC.dpmin). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPitchContPowerIEC.dpmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Rate limit for decreasing power (<i>dp</i><i><sub>min</sub></i>) (&lt; WindPitchContPowerIEC.dpmax). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPitchContPowerIEC.pmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum power setting (<i>p</i><i><sub>min</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPitchContPowerIEC.pset>	<http://www.w3.org/2004/02/skos/core#definition>	"If <i>p</i><i><sub>init</sub></i><sub> </sub>&lt; <i>p</i><i><sub>set</sub></i><sub> </sub>then power will be ramped down to <i>p</i><i><sub>min</sub></i>. It is (<i>p</i><i><sub>set</sub></i>) in the IEC 61400-27-1:2015. It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPitchContPowerIEC.t1>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant (<i>T</i><i><sub>1</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPitchContPowerIEC.tr>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage measurement time constant (<i>T</i><i><sub>r</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPitchContPowerIEC.uuvrt>	<http://www.w3.org/2004/02/skos/core#definition>	"Dip detection threshold (<i>u</i><i><sub>UVRT</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.dprefmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum ramp rate of <i>p</i><i><sub>WTref</sub></i> request from the plant controller to the wind turbines (<i>dp</i><i><sub>refmax</sub></i>) (&gt; WindPlantFreqPcontrolIEC.dprefmin). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.dprefmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum (negative) ramp rate of <i>p</i><i><sub>WTref</sub></i> request from the plant controller to the wind turbines (<i>dp</i><i><sub>refmin</sub></i>) (&lt; WindPlantFreqPcontrolIEC.dprefmax). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.dpwprefmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum positive ramp rate for wind plant power reference (<i>dp</i><i><sub>WPrefmax</sub></i>) (&gt; WindPlantFreqPcontrolIEC.dpwprefmin). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.dpwprefmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum negative ramp rate for wind plant power reference (<i>dp</i><i><sub>WPrefmin</sub></i>) (&lt; WindPlantFreqPcontrolIEC.dpwprefmax). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.kiwpp>	<http://www.w3.org/2004/02/skos/core#definition>	"Plant P controller integral gain (<i>K</i><i><sub>IWPp</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.kiwppmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum PI integrator term (<i>K</i><i><sub>IWPpmax</sub></i>) (&gt; WindPlantFreqPcontrolIEC.kiwppmin). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.kiwppmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum PI integrator term (<i>K</i><i><sub>IWPpmin</sub></i>) (&lt; WindPlantFreqPcontrolIEC.kiwppmax). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.kpwpp>	<http://www.w3.org/2004/02/skos/core#definition>	"Plant P controller proportional gain (<i>K</i><i><sub>PWPp</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.kwppref>	<http://www.w3.org/2004/02/skos/core#definition>	"Power reference gain (<i>K</i><i><sub>WPpref</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.prefmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum <i>p</i><i><sub>WTref</sub></i> request from the plant controller to the wind turbines (<i>p</i><i><sub>refmax</sub></i>) (&gt; WindPlantFreqPcontrolIEC.prefmin). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.prefmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum <i>p</i><i><sub>WTref</sub></i> request from the plant controller to the wind turbines (<i>p</i><i><sub>refmin</sub></i>) (&lt; WindPlantFreqPcontrolIEC.prefmax). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.tpft>	<http://www.w3.org/2004/02/skos/core#definition>	"Lead time constant in reference value transfer function (<i>T</i><i><sub>pft</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.tpfv>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant in reference value transfer function (<i>T</i><i><sub>pfv</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.twpffiltp>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for frequency measurement (<i>T</i><i><sub>WPffiltp</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantFreqPcontrolIEC.twppfiltp>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for active power measurement (<i>T</i><i><sub>WPpfiltp</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.dxrefmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum positive ramp rate for wind turbine reactive power/voltage reference (<i>dx</i><i><sub>refmax</sub></i>) (&gt; WindPlantReactiveControlIEC.dxrefmin). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.dxrefmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum negative ramp rate for wind turbine reactive power/voltage reference (<i>dx</i><i><sub>refmin</sub></i>) (&lt; WindPlantReactiveControlIEC.dxrefmax). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.kiwpx>	<http://www.w3.org/2004/02/skos/core#definition>	"Plant Q controller integral gain (<i>K</i><i><sub>IWPx</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.kiwpxmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum reactive power/voltage reference from integration (<i>K</i><i><sub>IWPxmax</sub></i>) (&gt; WindPlantReactiveControlIEC.kiwpxmin). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.kiwpxmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum reactive power/voltage reference from integration (<i>K</i><i><sub>IWPxmin</sub></i>) (&lt; WindPlantReactiveControlIEC.kiwpxmax). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.kpwpx>	<http://www.w3.org/2004/02/skos/core#definition>	"Plant Q controller proportional gain (<i>K</i><i><sub>PWPx</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.kwpqref>	<http://www.w3.org/2004/02/skos/core#definition>	"Reactive power reference gain (<i>K</i><i><sub>WPqref</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.kwpqu>	<http://www.w3.org/2004/02/skos/core#definition>	"Plant voltage control droop (<i>K</i><i><sub>WPqu</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.tuqfilt>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for voltage-dependent reactive power (<i>T</i><i><sub>uqfilt</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.twppfiltq>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for active power measurement (<i>T</i><i><sub>WPpfiltq</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.twpqfiltq>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for reactive power measurement (<i>T</i><i><sub>WPqfiltq</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.twpufiltq>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for voltage measurement (<i>T</i><i><sub>WPufiltq</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.txft>	<http://www.w3.org/2004/02/skos/core#definition>	"Lead time constant in reference value transfer function (<i>T</i><i><sub>xft</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.txfv>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant in reference value transfer function (<i>T</i><i><sub>xfv</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.uwpqdip>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage threshold for UVRT detection in Q control (<i>u</i><i><sub>WPqdip</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.windPlantQcontrolModesType>	<http://www.w3.org/2004/02/skos/core#definition>	"Reactive power/voltage controller mode (<i>M</i><i><sub>WPqmode</sub></i>). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.xrefmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum <i>x</i><sub>WTref</sub> (<i>q</i><i><sub>WTref</sub></i> or delta<i> u</i><i><sub>WTref</sub></i>) request from the plant controller (<i>x</i><i><sub>refmax</sub></i>) (&gt; WindPlantReactiveControlIEC.xrefmin). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindPlantReactiveControlIEC.xrefmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum <i>x</i><i><sub>WTref</sub></i> (<i>q</i><i><sub>WTref</sub></i> or delta <i>u</i><i><sub>WTref</sub></i>) request from the plant controller (<i>x</i><i><sub>refmin</sub></i>) (&lt; WindPlantReactiveControlIEC.xrefmax). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindProtectionIEC.dfimax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum rate of change of frequency (<i>dF</i><i><sub>max</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindProtectionIEC.fover>	<http://www.w3.org/2004/02/skos/core#definition>	"Wind turbine over frequency protection activation threshold (<i>f</i><i><sub>over</sub></i>). It is a project-dependent parameter. "@en
<http://iec.ch/TC57/CIM100#WindProtectionIEC.funder>	<http://www.w3.org/2004/02/skos/core#definition>	"Wind turbine under frequency protection activation threshold (<i>f</i><i><sub>under</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindProtectionIEC.mzc>	<http://www.w3.org/2004/02/skos/core#definition>	"\nZero crossing measurement mode (<i>Mzc</i>).  It is a type-dependent parameter. \ntrue = WT protection system uses zero crossings to detect frequency (1 in the IEC model)\nfalse = WT protection system does not use zero crossings to detect frequency (0 in the IEC model).\n\t"@en
<http://iec.ch/TC57/CIM100#WindProtectionIEC.tfma>	<http://www.w3.org/2004/02/skos/core#definition>	"Time interval of moving average window (<i>TfMA</i>) (&gt;= 0).  It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindProtectionIEC.uover>	<http://www.w3.org/2004/02/skos/core#definition>	"Wind turbine over voltage protection activation threshold (<i>u</i><i><sub>over</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindProtectionIEC.uunder>	<http://www.w3.org/2004/02/skos/core#definition>	"Wind turbine under voltage protection activation threshold (<i>u</i><i><sub>under</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindRefFrameRotIEC.tpll>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant for PLL first order filter model (<i>T</i><i><sub>PLL</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindRefFrameRotIEC.upll1>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage below which the angle of the voltage is filtered and possibly also frozen (<i>u</i><i><sub>PLL1</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindRefFrameRotIEC.upll2>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage (<i>u</i><i><sub>PLL2</sub></i>) below which the angle of the voltage is frozen if <i>u</i><i><sub>PLL2</sub></i><sub> </sub>is smaller or equal to <i>u</i><i><sub>PLL1</sub></i> . It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100-European#LimitKind.tatl>	<http://www.w3.org/2004/02/skos/core#definition>	"\nTemporarily Admissible Transmission Loading (TATL) which is the loading in amperes, MVA or MW that can be accepted by a branch for a certain limited duration.\nThe TATL can be defined in different ways:\n<ul>\n<li>as a fixed percentage of the PATL for a given time (for example, 115% of the PATL that can be accepted during 15 minutes),</li>\n</ul>\n<ul>\n<li>pairs of TATL type and Duration calculated for each line taking into account its particular configuration and conditions of functioning (for example, it can define a TATL acceptable during 20 minutes and another one acceptable during 10 minutes).</li>\n</ul>\nSuch a definition of TATL can depend on the initial operating conditions of the network element (sag situation of a line).\nThe duration attribute can be used to define several TATL limit types. Hence multiple TATL limit values may exist having different durations.\n\t"@en
<http://iec.ch/TC57/CIM100#ValueAliasSet>	<http://www.w3.org/2004/02/skos/core#definition>	"Describes the translation of a set of values into a name and is intendend to facilitate custom translations. Each ValueAliasSet has a name, description etc. A specific Measurement may represent a discrete state like Open, Closed, Intermediate etc. This requires a translation from the MeasurementValue.value number to a string, e.g. 0-&gt;\"Invalid\", 1-&gt;\"Open\", 2-&gt;\"Closed\", 3-&gt;\"Intermediate\". Each ValueToAlias member in ValueAliasSet.Value describe a mapping for one particular value to a name."@en
<http://iec.ch/TC57/CIM100#SynchronousMachine.ikk>	<http://www.w3.org/2004/02/skos/core#definition>	"\nSteady-state short-circuit current (in A for the profile) of generator with compound excitation during 3-phase short circuit.\n- Ikk=0: Generator with no compound excitation.\n- Ikk&lt;&gt;0: Generator with compound excitation.\nIkk is used to calculate the minimum steady-state short-circuit current for generators with compound excitation.\n(4.6.1.2 in IEC 60909-0:2001).\nUsed only for single fed short circuit on a generator. (4.3.4.2. in IEC 60909-0:2001).\n\t"@en
<http://iec.ch/TC57/CIM100#CsConverter.targetAlpha>	<http://www.w3.org/2004/02/skos/core#definition>	"Target firing angle. It is converter’s control variable used in power flow. It is only applicable for rectifier if continuous tap changer control is used. Allowed values are within the range minAlpha&lt;=targetAlpha&lt;=maxAlpha. The attribute shall be a positive value."@en
